"","step","state"
"144",144,4
"145",145,4
"146",146,4
"147",147,4
"148",148,2
"149",149,1
"150",150,3
"151",151,2
"152",152,3
"153",153,2
"154",154,1
"155",155,1
"156",156,3
"157",157,4
"158",158,4
"159",159,2
"160",160,1
"161",161,1
"162",162,1
"163",163,3
"164",164,4
"165",165,4
"166",166,4
"167",167,4
"168",168,4
"169",169,2
"170",170,1
"171",171,1
"172",172,3
"173",173,2
"174",174,3
"175",175,4
"176",176,4
"177",177,2
"178",178,3
"179",179,2
"180",180,1
"181",181,1
"182",182,1
"183",183,3
"184",184,4
"185",185,4
"186",186,4
"187",187,4
"188",188,4
"189",189,4
"190",190,2
"191",191,3
"192",192,4
"193",193,4
"194",194,4
"195",195,2
"196",196,1
"197",197,1
"198",198,1
"199",199,1
"200",200,1
"201",201,1
"202",202,1
"203",203,1
"204",204,1
"205",205,1
"206",206,1
"207",207,1
"208",208,1
"209",209,1
"210",210,1
"211",211,1
"212",212,1
"213",213,3
"214",214,4
"215",215,4
"216",216,2
"217",217,3
"218",218,4
"219",219,4
"220",220,2
"221",221,3
"222",222,2
"223",223,3
"224",224,4
"225",225,4
"226",226,4
"227",227,4
"228",228,2
"229",229,1
"230",230,1
"231",231,3
"232",232,2
"233",233,1
"234",234,1
"235",235,1
"236",236,1
"237",237,3
"238",238,2
"239",239,3
"240",240,4
"241",241,4
"242",242,2
"243",243,1
"244",244,3
"245",245,4
"246",246,4
"247",247,4
"248",248,4
"249",249,2
"250",250,1
"251",251,1
"252",252,1
"253",253,1
"254",254,1
"255",255,1
"256",256,3
"257",257,2
"258",258,1
"259",259,1
"260",260,3
"261",261,2
"262",262,1
"263",263,3
"264",264,4
"265",265,4
"266",266,4
"267",267,2
"268",268,3
"269",269,4
"270",270,4
"271",271,4
"272",272,2
"273",273,1
"274",274,1
"275",275,1
"276",276,1
"277",277,1
"278",278,1
"279",279,1
"280",280,3
"281",281,4
"282",282,4
"283",283,4
"284",284,4
"285",285,4
"286",286,2
"287",287,1
"288",288,1
"289",289,1
"290",290,1
"291",291,1
"292",292,1
"293",293,1
"294",294,3
"295",295,4
"296",296,4
"297",297,4
"298",298,4
"299",299,4
"300",300,2
"301",301,3
"302",302,4
"303",303,2
"304",304,3
"305",305,4
"306",306,4
"307",307,4
"308",308,4
"309",309,2
"310",310,1
"311",311,1
"312",312,1
"313",313,1
"314",314,1
"315",315,1
"316",316,1
"317",317,1
"318",318,1
"319",319,1
"320",320,3
"321",321,4
"322",322,4
"323",323,4
"324",324,4
"325",325,4
"326",326,4
"327",327,4
"328",328,2
"329",329,3
"330",330,4
"331",331,4
"332",332,4
"333",333,4
"334",334,4
"335",335,4
"336",336,4
"337",337,4
"338",338,4
"339",339,4
"340",340,2
"341",341,1
"342",342,1
"343",343,3
"344",344,2
"345",345,3
"346",346,2
"347",347,1
"348",348,1
"349",349,3
"350",350,4
"351",351,4
"352",352,4
"353",353,4
"354",354,2
"355",355,3
"356",356,2
"357",357,3
"358",358,4
"359",359,2
"360",360,1
"361",361,1
"362",362,1
"363",363,1
"364",364,1
"365",365,1
"366",366,3
"367",367,4
"368",368,4
"369",369,4
"370",370,4
"371",371,4
"372",372,4
"373",373,4
"374",374,4
"375",375,4
"376",376,4
"377",377,4
"378",378,4
"379",379,4
"380",380,4
"381",381,4
"382",382,4
"383",383,4
"384",384,2
"385",385,1
"386",386,1
"387",387,1
"388",388,1
"389",389,3
"390",390,4
"391",391,4
"392",392,4
"393",393,2
"394",394,1
"395",395,1
"396",396,1
"397",397,1
"398",398,3
"399",399,4
"400",400,4
"401",401,4
"402",402,4
"403",403,4
"404",404,2
"405",405,3
"406",406,4
"407",407,4
"408",408,2
"409",409,1
"410",410,1
"411",411,1
"412",412,1
"413",413,1
"414",414,1
"415",415,3
"416",416,2
"417",417,3
"418",418,4
"419",419,4
"420",420,4
"421",421,4
"422",422,4
"423",423,2
"424",424,1
"425",425,1
"426",426,1
"427",427,1
"428",428,3
"429",429,4
"430",430,4
"431",431,4
"432",432,4
"433",433,4
"434",434,4
"435",435,4
"436",436,4
"437",437,4
"438",438,4
"439",439,4
"440",440,4
"441",441,2
"442",442,3
"443",443,4
"444",444,4
"445",445,2
"446",446,3
"447",447,4
"448",448,4
"449",449,2
"450",450,1
"451",451,1
"452",452,3
"453",453,4
"454",454,2
"455",455,3
"456",456,2
"457",457,3
"458",458,4
"459",459,4
"460",460,4
"461",461,4
"462",462,4
"463",463,4
"464",464,4
"465",465,4
"466",466,2
"467",467,1
"468",468,1
"469",469,1
"470",470,3
"471",471,4
"472",472,4
"473",473,4
"474",474,4
"475",475,4
"476",476,2
"477",477,3
"478",478,2
"479",479,1
"480",480,1
"481",481,1
"482",482,3
"483",483,2
"484",484,1
"485",485,1
"486",486,3
"487",487,4
"488",488,4
"489",489,4
"490",490,4
"491",491,4
"492",492,4
"493",493,4
"494",494,4
"495",495,4
"496",496,4
"497",497,4
"498",498,2
"499",499,3
"500",500,2
"501",501,3
"502",502,4
"503",503,4
"504",504,4
"505",505,4
"506",506,4
"507",507,2
"508",508,3
"509",509,2
"510",510,3
"511",511,4
"512",512,4
"513",513,2
"514",514,1
"515",515,1
"516",516,1
"517",517,1
"518",518,1
"519",519,1
"520",520,1
"521",521,3
"522",522,4
"523",523,4
"524",524,2
"525",525,3
"526",526,4
"527",527,4
"528",528,4
"529",529,2
"530",530,1
"531",531,1
"532",532,1
"533",533,3
"534",534,4
"535",535,4
"536",536,4
"537",537,4
"538",538,4
"539",539,4
"540",540,4
"541",541,4
"542",542,4
"543",543,4
"544",544,4
"545",545,4
"546",546,2
"547",547,3
"548",548,2
"549",549,3
"550",550,4
"551",551,2
"552",552,3
"553",553,2
"554",554,1
"555",555,1
"556",556,3
"557",557,2
"558",558,1
"559",559,3
"560",560,2
"561",561,3
"562",562,4
"563",563,4
"564",564,4
"565",565,4
"566",566,4
"567",567,4
"568",568,4
"569",569,4
"570",570,4
"571",571,4
"572",572,4
"573",573,4
"574",574,4
"575",575,4
"576",576,2
"577",577,3
"578",578,4
"579",579,4
"580",580,4
"581",581,4
"582",582,2
"583",583,3
"584",584,2
"585",585,3
"586",586,4
"587",587,4
"588",588,2
"589",589,3
"590",590,2
"591",591,1
"592",592,3
"593",593,4
"594",594,4
"595",595,4
"596",596,4
"597",597,2
"598",598,3
"599",599,2
"600",600,1
"601",601,1
"602",602,1
"603",603,3
"604",604,2
"605",605,3
"606",606,4
"607",607,4
"608",608,4
"609",609,2
"610",610,3
"611",611,4
"612",612,4
"613",613,4
"614",614,4
"615",615,4
"616",616,4
"617",617,4
"618",618,4
"619",619,4
"620",620,4
"621",621,4
"622",622,2
"623",623,3
"624",624,2
"625",625,3
"626",626,4
"627",627,4
"628",628,2
"629",629,3
"630",630,4
"631",631,4
"632",632,4
"633",633,4
"634",634,4
"635",635,4
"636",636,4
"637",637,4
"638",638,4
"639",639,4
"640",640,4
"641",641,4
"642",642,4
"643",643,4
"644",644,2
"645",645,3
"646",646,4
"647",647,4
"648",648,2
"649",649,3
"650",650,4
"651",651,4
"652",652,4
"653",653,4
"654",654,4
"655",655,4
"656",656,4
"657",657,4
"658",658,4
"659",659,4
"660",660,4
"661",661,4
"662",662,2
"663",663,3
"664",664,4
"665",665,2
"666",666,3
"667",667,2
"668",668,1
"669",669,1
"670",670,1
"671",671,1
"672",672,1
"673",673,3
"674",674,4
"675",675,4
"676",676,4
"677",677,4
"678",678,2
"679",679,3
"680",680,2
"681",681,1
"682",682,3
"683",683,2
"684",684,1
"685",685,3
"686",686,4
"687",687,4
"688",688,4
"689",689,4
"690",690,4
"691",691,4
"692",692,4
"693",693,4
"694",694,4
"695",695,4
"696",696,4
"697",697,4
"698",698,4
"699",699,4
"700",700,4
"701",701,4
"702",702,4
"703",703,4
"704",704,4
"705",705,4
"706",706,4
"707",707,4
"708",708,4
"709",709,4
"710",710,4
"711",711,4
"712",712,4
"713",713,2
"714",714,3
"715",715,4
"716",716,4
"717",717,4
"718",718,4
"719",719,4
"720",720,4
"721",721,2
"722",722,1
"723",723,1
"724",724,3
"725",725,2
"726",726,3
"727",727,4
"728",728,4
"729",729,2
"730",730,3
"731",731,2
"732",732,1
"733",733,3
"734",734,2
"735",735,1
"736",736,1
"737",737,3
"738",738,2
"739",739,1
"740",740,3
"741",741,4
"742",742,4
"743",743,4
"744",744,4
"745",745,2
"746",746,3
"747",747,4
"748",748,4
"749",749,4
"750",750,4
"751",751,4
"752",752,4
"753",753,4
"754",754,4
"755",755,4
"756",756,4
"757",757,4
"758",758,4
"759",759,4
"760",760,4
"761",761,4
"762",762,4
"763",763,2
"764",764,3
"765",765,4
"766",766,4
"767",767,4
"768",768,4
"769",769,4
"770",770,4
"771",771,4
"772",772,4
"773",773,2
"774",774,1
"775",775,3
"776",776,2
"777",777,1
"778",778,1
"779",779,1
"780",780,1
"781",781,1
"782",782,1
"783",783,1
"784",784,1
"785",785,3
"786",786,4
"787",787,4
"788",788,4
"789",789,4
"790",790,4
"791",791,4
"792",792,4
"793",793,4
"794",794,4
"795",795,4
"796",796,4
"797",797,2
"798",798,1
"799",799,1
"800",800,1
"801",801,1
"802",802,3
"803",803,4
"804",804,4
"805",805,4
"806",806,4
"807",807,4
"808",808,4
"809",809,4
"810",810,4
"811",811,2
"812",812,3
"813",813,2
"814",814,1
"815",815,3
"816",816,4
"817",817,4
"818",818,4
"819",819,4
"820",820,4
"821",821,4
"822",822,4
"823",823,4
"824",824,4
"825",825,4
"826",826,4
"827",827,4
"828",828,4
"829",829,4
"830",830,2
"831",831,1
"832",832,3
"833",833,2
"834",834,3
"835",835,4
"836",836,2
"837",837,3
"838",838,4
"839",839,2
"840",840,3
"841",841,2
"842",842,3
"843",843,4
"844",844,4
"845",845,4
"846",846,4
"847",847,2
"848",848,1
"849",849,1
"850",850,1
"851",851,3
"852",852,4
"853",853,4
"854",854,4
"855",855,4
"856",856,4
"857",857,4
"858",858,4
"859",859,4
"860",860,4
"861",861,4
"862",862,4
"863",863,2
"864",864,3
"865",865,2
"866",866,1
"867",867,1
"868",868,3
"869",869,4
"870",870,4
"871",871,4
"872",872,2
"873",873,1
"874",874,1
"875",875,1
"876",876,3
"877",877,2
"878",878,1
"879",879,1
"880",880,3
"881",881,2
"882",882,3
"883",883,4
"884",884,2
"885",885,3
"886",886,4
"887",887,4
"888",888,4
"889",889,4
"890",890,4
"891",891,4
"892",892,4
"893",893,2
"894",894,1
"895",895,1
"896",896,1
"897",897,1
"898",898,1
"899",899,1
"900",900,1
"901",901,3
"902",902,2
"903",903,3
"904",904,4
"905",905,4
"906",906,4
"907",907,4
"908",908,4
"909",909,4
"910",910,4
"911",911,4
"912",912,4
"913",913,4
"914",914,4
"915",915,4
"916",916,4
"917",917,4
"918",918,4
"919",919,4
"920",920,2
"921",921,1
"922",922,1
"923",923,1
"924",924,1
"925",925,1
"926",926,1
"927",927,1
"928",928,1
"929",929,3
"930",930,4
"931",931,2
"932",932,1
"933",933,1
"934",934,3
"935",935,4
"936",936,4
"937",937,4
"938",938,4
"939",939,4
"940",940,4
"941",941,2
"942",942,3
"943",943,4
"944",944,4
"945",945,4
"946",946,4
"947",947,4
"948",948,4
"949",949,4
"950",950,2
"951",951,3
"952",952,4
"953",953,4
"954",954,4
"955",955,4
"956",956,4
"957",957,4
"958",958,4
"959",959,4
"960",960,4
"961",961,4
"962",962,4
"963",963,4
"964",964,4
"965",965,2
"966",966,1
"967",967,1
"968",968,3
"969",969,2
"970",970,3
"971",971,4
"972",972,4
"973",973,2
"974",974,3
"975",975,4
"976",976,4
"977",977,2
"978",978,1
"979",979,1
"980",980,1
"981",981,1
"982",982,3
"983",983,2
"984",984,3
"985",985,4
"986",986,4
"987",987,2
"988",988,1
"989",989,1
"990",990,3
"991",991,2
"992",992,3
"993",993,2
"994",994,3
"995",995,4
"996",996,4
"997",997,4
"998",998,4
"999",999,4
"1000",1000,4
"1001",1001,2
"1002",1002,3
"1003",1003,4
"1004",1004,2
"1005",1005,3
"1006",1006,2
"1007",1007,3
"1008",1008,2
"1009",1009,3
"1010",1010,4
"1011",1011,4
"1012",1012,4
"1013",1013,4
"1014",1014,4
"1015",1015,4
"1016",1016,4
"1017",1017,4
"1018",1018,4
"1019",1019,4
"1020",1020,4
"1021",1021,4
"1022",1022,2
"1023",1023,3
"1024",1024,2
"1025",1025,3
"1026",1026,4
"1027",1027,4
"1028",1028,4
"1029",1029,4
"1030",1030,2
"1031",1031,3
"1032",1032,4
"1033",1033,2
"1034",1034,1
"1035",1035,1
"1036",1036,1
"1037",1037,1
"1038",1038,1
"1039",1039,1
"1040",1040,3
"1041",1041,4
"1042",1042,4
"1043",1043,4
"1044",1044,4
"1045",1045,4
"1046",1046,4
"1047",1047,4
"1048",1048,4
"1049",1049,4
"1050",1050,4
"1051",1051,2
"1052",1052,3
"1053",1053,2
"1054",1054,3
"1055",1055,2
"1056",1056,3
"1057",1057,2
"1058",1058,3
"1059",1059,4
"1060",1060,2
"1061",1061,3
"1062",1062,2
"1063",1063,3
"1064",1064,2
"1065",1065,3
"1066",1066,2
"1067",1067,3
"1068",1068,4
"1069",1069,4
"1070",1070,4
"1071",1071,2
"1072",1072,1
"1073",1073,3
"1074",1074,4
"1075",1075,4
"1076",1076,4
"1077",1077,4
"1078",1078,2
"1079",1079,1
"1080",1080,3
"1081",1081,4
"1082",1082,4
"1083",1083,4
"1084",1084,2
"1085",1085,3
"1086",1086,4
"1087",1087,2
"1088",1088,1
"1089",1089,3
"1090",1090,2
"1091",1091,3
"1092",1092,2
"1093",1093,3
"1094",1094,2
"1095",1095,1
"1096",1096,1
"1097",1097,1
"1098",1098,3
"1099",1099,2
"1100",1100,3
"1101",1101,2
"1102",1102,3
"1103",1103,4
"1104",1104,4
"1105",1105,4
"1106",1106,4
"1107",1107,4
"1108",1108,4
"1109",1109,2
"1110",1110,1
"1111",1111,1
"1112",1112,3
"1113",1113,2
"1114",1114,3
"1115",1115,4
"1116",1116,4
"1117",1117,4
"1118",1118,4
"1119",1119,4
"1120",1120,4
"1121",1121,2
"1122",1122,3
"1123",1123,2
"1124",1124,3
"1125",1125,2
"1126",1126,3
"1127",1127,4
"1128",1128,4
"1129",1129,4
"1130",1130,4
"1131",1131,4
"1132",1132,4
"1133",1133,4
"1134",1134,4
"1135",1135,2
"1136",1136,3
"1137",1137,2
"1138",1138,1
"1139",1139,1
"1140",1140,1
"1141",1141,1
"1142",1142,1
"1143",1143,1
"1144",1144,1
"1145",1145,3
"1146",1146,2
"1147",1147,1
"1148",1148,3
"1149",1149,4
"1150",1150,4
"1151",1151,4
"1152",1152,4
"1153",1153,4
"1154",1154,2
"1155",1155,1
"1156",1156,3
"1157",1157,2
"1158",1158,3
"1159",1159,4
"1160",1160,4
"1161",1161,4
"1162",1162,4
"1163",1163,4
"1164",1164,4
"1165",1165,2
"1166",1166,1
"1167",1167,1
"1168",1168,1
"1169",1169,1
"1170",1170,3
"1171",1171,4
"1172",1172,4
"1173",1173,4
"1174",1174,4
"1175",1175,4
"1176",1176,4
"1177",1177,4
"1178",1178,4
"1179",1179,4
"1180",1180,4
"1181",1181,4
"1182",1182,4
"1183",1183,4
"1184",1184,4
"1185",1185,4
"1186",1186,4
"1187",1187,4
"1188",1188,4
"1189",1189,4
"1190",1190,4
"1191",1191,2
"1192",1192,1
"1193",1193,1
"1194",1194,1
"1195",1195,1
"1196",1196,1
"1197",1197,3
"1198",1198,4
"1199",1199,2
"1200",1200,3
"1201",1201,4
"1202",1202,4
"1203",1203,2
"1204",1204,3
"1205",1205,2
"1206",1206,1
"1207",1207,1
"1208",1208,1
"1209",1209,3
"1210",1210,4
"1211",1211,4
"1212",1212,2
"1213",1213,1
"1214",1214,1
"1215",1215,3
"1216",1216,4
"1217",1217,2
"1218",1218,3
"1219",1219,2
"1220",1220,3
"1221",1221,4
"1222",1222,4
"1223",1223,2
"1224",1224,1
"1225",1225,3
"1226",1226,2
"1227",1227,3
"1228",1228,4
"1229",1229,4
"1230",1230,4
"1231",1231,4
"1232",1232,4
"1233",1233,4
"1234",1234,4
"1235",1235,4
"1236",1236,4
"1237",1237,4
"1238",1238,2
"1239",1239,3
"1240",1240,2
"1241",1241,3
"1242",1242,2
"1243",1243,3
"1244",1244,4
"1245",1245,4
"1246",1246,4
"1247",1247,2
"1248",1248,1
"1249",1249,1
"1250",1250,1
"1251",1251,1
"1252",1252,3
"1253",1253,2
"1254",1254,3
"1255",1255,4
"1256",1256,4
"1257",1257,4
"1258",1258,4
"1259",1259,4
"1260",1260,4
"1261",1261,2
"1262",1262,1
"1263",1263,1
"1264",1264,1
"1265",1265,1
"1266",1266,1
"1267",1267,1
"1268",1268,1
"1269",1269,1
"1270",1270,1
"1271",1271,3
"1272",1272,4
"1273",1273,2
"1274",1274,3
"1275",1275,4
"1276",1276,4
"1277",1277,4
"1278",1278,4
"1279",1279,4
"1280",1280,4
"1281",1281,2
"1282",1282,3
"1283",1283,4
"1284",1284,4
"1285",1285,4
"1286",1286,4
"1287",1287,4
"1288",1288,4
"1289",1289,4
"1290",1290,4
"1291",1291,4
"1292",1292,4
"1293",1293,4
"1294",1294,4
"1295",1295,4
"1296",1296,4
"1297",1297,4
"1298",1298,4
"1299",1299,2
"1300",1300,1
"1301",1301,1
"1302",1302,1
"1303",1303,1
"1304",1304,1
"1305",1305,1
"1306",1306,3
"1307",1307,4
"1308",1308,4
"1309",1309,4
"1310",1310,4
"1311",1311,2
"1312",1312,1
"1313",1313,1
"1314",1314,3
"1315",1315,2
"1316",1316,1
"1317",1317,3
"1318",1318,2
"1319",1319,3
"1320",1320,4
"1321",1321,4
"1322",1322,4
"1323",1323,2
"1324",1324,3
"1325",1325,2
"1326",1326,3
"1327",1327,4
"1328",1328,4
"1329",1329,2
"1330",1330,1
"1331",1331,3
"1332",1332,2
"1333",1333,1
"1334",1334,1
"1335",1335,1
"1336",1336,1
"1337",1337,1
"1338",1338,1
"1339",1339,1
"1340",1340,3
"1341",1341,4
"1342",1342,4
"1343",1343,4
"1344",1344,4
"1345",1345,4
"1346",1346,4
"1347",1347,4
"1348",1348,2
"1349",1349,3
"1350",1350,2
"1351",1351,1
"1352",1352,1
"1353",1353,1
"1354",1354,1
"1355",1355,1
"1356",1356,1
"1357",1357,1
"1358",1358,1
"1359",1359,1
"1360",1360,1
"1361",1361,1
"1362",1362,1
"1363",1363,3
"1364",1364,2
"1365",1365,1
"1366",1366,1
"1367",1367,3
"1368",1368,2
"1369",1369,3
"1370",1370,4
"1371",1371,4
"1372",1372,2
"1373",1373,1
"1374",1374,1
"1375",1375,3
"1376",1376,4
"1377",1377,4
"1378",1378,4
"1379",1379,2
"1380",1380,1
"1381",1381,3
"1382",1382,4
"1383",1383,4
"1384",1384,4
"1385",1385,4
"1386",1386,2
"1387",1387,3
"1388",1388,2
"1389",1389,1
"1390",1390,1
"1391",1391,1
"1392",1392,1
"1393",1393,1
"1394",1394,3
"1395",1395,2
"1396",1396,1
"1397",1397,1
"1398",1398,3
"1399",1399,2
"1400",1400,3
"1401",1401,2
"1402",1402,3
"1403",1403,4
"1404",1404,4
"1405",1405,2
"1406",1406,3
"1407",1407,4
"1408",1408,2
"1409",1409,3
"1410",1410,4
"1411",1411,4
"1412",1412,2
"1413",1413,1
"1414",1414,3
"1415",1415,2
"1416",1416,1
"1417",1417,3
"1418",1418,4
"1419",1419,4
"1420",1420,4
"1421",1421,4
"1422",1422,2
"1423",1423,1
"1424",1424,1
"1425",1425,3
"1426",1426,2
"1427",1427,1
"1428",1428,1
"1429",1429,1
"1430",1430,1
"1431",1431,3
"1432",1432,2
"1433",1433,3
"1434",1434,4
"1435",1435,4
"1436",1436,4
"1437",1437,4
"1438",1438,4
"1439",1439,4
"1440",1440,2
"1441",1441,1
"1442",1442,1
"1443",1443,1
"1444",1444,3
"1445",1445,4
"1446",1446,4
"1447",1447,2
"1448",1448,1
"1449",1449,1
"1450",1450,1
"1451",1451,1
"1452",1452,3
"1453",1453,4
"1454",1454,4
"1455",1455,4
"1456",1456,2
"1457",1457,1
"1458",1458,1
"1459",1459,3
"1460",1460,4
"1461",1461,4
"1462",1462,4
"1463",1463,4
"1464",1464,4
"1465",1465,4
"1466",1466,4
"1467",1467,2
"1468",1468,3
"1469",1469,4
"1470",1470,4
"1471",1471,2
"1472",1472,3
"1473",1473,4
"1474",1474,4
"1475",1475,4
"1476",1476,4
"1477",1477,4
"1478",1478,4
"1479",1479,4
"1480",1480,2
"1481",1481,1
"1482",1482,3
"1483",1483,4
"1484",1484,4
"1485",1485,4
"1486",1486,2
"1487",1487,3
"1488",1488,4
"1489",1489,4
"1490",1490,4
"1491",1491,4
"1492",1492,4
"1493",1493,4
"1494",1494,4
"1495",1495,2
"1496",1496,3
"1497",1497,2
"1498",1498,3
"1499",1499,2
"1500",1500,1
"1501",1501,3
"1502",1502,2
"1503",1503,1
"1504",1504,1
"1505",1505,1
"1506",1506,1
"1507",1507,3
"1508",1508,4
"1509",1509,4
"1510",1510,4
"1511",1511,4
"1512",1512,4
"1513",1513,4
"1514",1514,4
"1515",1515,4
"1516",1516,4
"1517",1517,4
"1518",1518,4
"1519",1519,4
"1520",1520,2
"1521",1521,1
"1522",1522,1
"1523",1523,3
"1524",1524,4
"1525",1525,4
"1526",1526,4
"1527",1527,4
"1528",1528,4
"1529",1529,4
"1530",1530,4
"1531",1531,2
"1532",1532,3
"1533",1533,4
"1534",1534,4
"1535",1535,4
"1536",1536,4
"1537",1537,4
"1538",1538,4
"1539",1539,4
"1540",1540,4
"1541",1541,4
"1542",1542,4
"1543",1543,4
"1544",1544,4
"1545",1545,4
"1546",1546,2
"1547",1547,3
"1548",1548,2
"1549",1549,1
"1550",1550,1
"1551",1551,1
"1552",1552,3
"1553",1553,2
"1554",1554,3
"1555",1555,2
"1556",1556,1
"1557",1557,1
"1558",1558,3
"1559",1559,4
"1560",1560,4
"1561",1561,2
"1562",1562,1
"1563",1563,1
"1564",1564,1
"1565",1565,1
"1566",1566,1
"1567",1567,3
"1568",1568,2
"1569",1569,1
"1570",1570,3
"1571",1571,2
"1572",1572,3
"1573",1573,2
"1574",1574,1
"1575",1575,1
"1576",1576,3
"1577",1577,2
"1578",1578,1
"1579",1579,3
"1580",1580,2
"1581",1581,1
"1582",1582,1
"1583",1583,1
"1584",1584,3
"1585",1585,4
"1586",1586,2
"1587",1587,1
"1588",1588,1
"1589",1589,1
"1590",1590,1
"1591",1591,1
"1592",1592,1
"1593",1593,1
"1594",1594,3
"1595",1595,4
"1596",1596,4
"1597",1597,2
"1598",1598,1
"1599",1599,1
"1600",1600,1
"1601",1601,3
"1602",1602,4
"1603",1603,4
"1604",1604,4
"1605",1605,4
"1606",1606,4
"1607",1607,4
"1608",1608,4
"1609",1609,4
"1610",1610,4
"1611",1611,4
"1612",1612,4
"1613",1613,4
"1614",1614,4
"1615",1615,2
"1616",1616,3
"1617",1617,2
"1618",1618,3
"1619",1619,2
"1620",1620,1
"1621",1621,3
"1622",1622,4
"1623",1623,4
"1624",1624,4
"1625",1625,2
"1626",1626,1
"1627",1627,3
"1628",1628,4
"1629",1629,4
"1630",1630,4
"1631",1631,4
"1632",1632,2
"1633",1633,1
"1634",1634,1
"1635",1635,1
"1636",1636,1
"1637",1637,1
"1638",1638,1
"1639",1639,1
"1640",1640,3
"1641",1641,2
"1642",1642,1
"1643",1643,3
"1644",1644,4
"1645",1645,4
"1646",1646,4
"1647",1647,4
"1648",1648,4
"1649",1649,4
"1650",1650,4
"1651",1651,4
"1652",1652,2
"1653",1653,1
"1654",1654,1
"1655",1655,3
"1656",1656,2
"1657",1657,3
"1658",1658,4
"1659",1659,4
"1660",1660,4
"1661",1661,4
"1662",1662,4
"1663",1663,4
"1664",1664,4
"1665",1665,4
"1666",1666,2
"1667",1667,3
"1668",1668,2
"1669",1669,1
"1670",1670,3
"1671",1671,4
"1672",1672,4
"1673",1673,4
"1674",1674,2
"1675",1675,3
"1676",1676,4
"1677",1677,4
"1678",1678,4
"1679",1679,2
"1680",1680,3
"1681",1681,4
"1682",1682,2
"1683",1683,3
"1684",1684,4
"1685",1685,4
"1686",1686,4
"1687",1687,4
"1688",1688,4
"1689",1689,4
"1690",1690,2
"1691",1691,3
"1692",1692,4
"1693",1693,4
"1694",1694,4
"1695",1695,4
"1696",1696,2
"1697",1697,1
"1698",1698,1
"1699",1699,1
"1700",1700,1
"1701",1701,3
"1702",1702,4
"1703",1703,4
"1704",1704,2
"1705",1705,1
"1706",1706,1
"1707",1707,1
"1708",1708,3
"1709",1709,4
"1710",1710,4
"1711",1711,4
"1712",1712,4
"1713",1713,4
"1714",1714,4
"1715",1715,2
"1716",1716,1
"1717",1717,1
"1718",1718,1
"1719",1719,1
"1720",1720,1
"1721",1721,1
"1722",1722,3
"1723",1723,4
"1724",1724,4
"1725",1725,4
"1726",1726,2
"1727",1727,1
"1728",1728,1
"1729",1729,3
"1730",1730,2
"1731",1731,3
"1732",1732,4
"1733",1733,4
"1734",1734,4
"1735",1735,2
"1736",1736,1
"1737",1737,1
"1738",1738,1
"1739",1739,1
"1740",1740,1
"1741",1741,1
"1742",1742,1
"1743",1743,1
"1744",1744,3
"1745",1745,4
"1746",1746,4
"1747",1747,4
"1748",1748,4
"1749",1749,4
"1750",1750,4
"1751",1751,4
"1752",1752,4
"1753",1753,2
"1754",1754,3
"1755",1755,2
"1756",1756,1
"1757",1757,1
"1758",1758,3
"1759",1759,2
"1760",1760,3
"1761",1761,4
"1762",1762,4
"1763",1763,4
"1764",1764,4
"1765",1765,4
"1766",1766,4
"1767",1767,2
"1768",1768,3
"1769",1769,4
"1770",1770,4
"1771",1771,2
"1772",1772,1
"1773",1773,1
"1774",1774,1
"1775",1775,3
"1776",1776,4
